league,season,team,player,nation,pos,age,born,MP Playing Time,Starts Playing Time,Min Playing Time,90s Playing Time,Gls Performance,Ast Performance,G+A Performance,G-PK Performance,PK Performance,PKatt Performance,CrdY Performance,CrdR Performance,xG Expected,npxG Expected,xAG Expected,npxG+xAG Expected,PrgC Progression,PrgP Progression,PrgR Progression,Gls Per 90 Minutes,Ast Per 90 Minutes,G+A Per 90 Minutes,G-PK Per 90 Minutes,G+A-PK Per 90 Minutes,xG Per 90 Minutes,xAG Per 90 Minutes,xG+xAG Per 90 Minutes,npxG Per 90 Minutes,npxG+xAG Per 90 Minutes,90s,G-xG Expected,np:G-xG Expected,npxG/Sh Expected,Dist Standard,FK Standard,G/Sh Standard,G/SoT Standard,Gls Standard,PK Standard,PKatt Standard,Sh Standard,Sh/90 Standard,SoT Standard,SoT% Standard,SoT/90 Standard,1/3,Ast,CrsPA,A-xAG Expected,xA Expected,KP,Att Long,Cmp Long,Cmp% Long,Att Medium,Cmp Medium,Cmp% Medium,PPA,PrgP,Att Short,Cmp Short,Cmp% Short,Att Total,Cmp Total,Cmp% Total,PrgDist Total,TotDist Total,xAG,Att,In Corner Kicks,Out Corner Kicks,Str Corner Kicks,Blocks Outcomes,Cmp Outcomes,Off Outcomes,CK Pass Types,Crs Pass Types,Dead Pass Types,FK Pass Types,Live Pass Types,Sw Pass Types,TB Pass Types,TI Pass Types,GCA GCA,GCA90 GCA,Def GCA Types,Fld GCA Types,PassDead GCA Types,PassLive GCA Types,Sh GCA Types,TO GCA Types,SCA SCA,SCA90 SCA,Def SCA Types,Fld SCA Types,PassDead SCA Types,PassLive SCA Types,Sh SCA Types,TO SCA Types,Blocks Blocks,Pass Blocks,Sh Blocks,Att Challenges,Lost Challenges,Tkl Challenges,Tkl% Challenges,Clr,Err,Int,Att 3rd Tackles,Def 3rd Tackles,Mid 3rd Tackles,Tkl Tackles,TklW Tackles,Tkl+Int,1/3 Carries,CPA Carries,Carries Carries,Dis Carries,Mis Carries,PrgC Carries,PrgDist Carries,TotDist Carries,PrgR Receiving,Rec Receiving,Att Take-Ons,Succ Take-Ons,Succ% Take-Ons,Tkld Take-Ons,Tkld% Take-Ons,Att 3rd Touches,Att Pen Touches,Def 3rd Touches,Def Pen Touches,Live Touches,Mid 3rd Touches,Touches Touches,Min% Playing Time,Mn/MP Playing Time,Compl Starts,Mn/Start Starts,Starts Starts,Mn/Sub Subs,Subs Subs,unSub Subs,+/- Team Success,+/-90 Team Success,On-Off Team Success,PPM Team Success,onG Team Success,onGA Team Success,On-Off Team Success (xG),onxG Team Success (xG),onxGA Team Success (xG),xG+/- Team Success (xG),xG+/-90 Team Success (xG),Lost Aerial Duels,Won Aerial Duels,Won% Aerial Duels,2CrdY Performance,Crs Performance,Fld Performance,Fls Performance,Int Performance,OG Performance,Off Performance,PKcon Performance,PKwon Performance,Recov Performance,TklW Performance
GER-Bundesliga,2324,Leverkusen,Nathan Tella,NGA,"DF,MF",24,1999,24,8,819,9.1,5,2,7,5,0,0,2,0,3.5,3.5,3.2,6.7,35,28,114,0.55,0.22,0.77,0.55,0.77,0.38,0.35,0.73,0.38,0.73,9.1,1.5,1.5,0.17,15.1,0,0.24,0.45,5,0,0,21,2.31,11,52.4,1.21,9,2,5,-1.2,2.9,14,23,8,34.8,107,86,80.4,18,28,195,175,89.7,351,279,79.5,979,3946,3.2,351,0,0,0,14,279,0,1,27,28,0,323,4,1,27,6,0.66,0,2,0,4,0,0,36,3.96,0,7,1,25,2,1,10,10,0,10,5,5,50.0,8,0,3,2,6,5,13,8,16,15,16,296,15,18,35,970,1791,114,340,43,7,16.3,30,69.8,279,60,56,7,482,152,482,26.8,34,1,73,8,15,16,8,22,2.42,0.69,2.75,24,2,0.44,20.9,6.3,14.6,1.61,9,5,35.7,0,27,18,11,3,0,4,0,2,30,8
GER-Bundesliga,2324,Leverkusen,Noah Mbamba,BEL,MF,18,2005,3,0,16,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,1,2,1,0.0,5.63,5.63,0.0,5.63,0.14,3.16,3.3,0.14,3.3,0.2,0.0,0.0,0.03,26.7,0,0.0,,0,0,0,1,5.63,0,0.0,0.0,4,1,1,0.4,0.5,1,0,0,,7,7,100.0,1,2,11,11,100.0,20,19,95.0,85,259,0.6,20,0,0,0,0,19,0,0,1,0,0,20,0,0,0,1,5.63,0,0,0,1,0,0,1,5.63,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,1,2,1,19,2,1,1,24,77,1,24,3,1,33.3,2,66.7,16,0,0,0,27,11,27,0.5,5,0,,0,5,3,13,1,5.63,3.73,3.0,1,0,4.56,1.0,0.0,1.0,5.83,0,0,,0,1,0,1,1,0,0,0,0,1,0
GER-Bundesliga,2324,Leverkusen,Odilon Kossounou,CIV,DF,22,2001,22,21,1811,20.1,1,0,1,1,0,0,3,0,0.6,0.6,0.7,1.3,48,141,23,0.05,0.0,0.05,0.05,0.05,0.03,0.03,0.06,0.03,0.06,20.1,0.4,0.4,0.12,15.1,0,0.2,1.0,1,0,0,5,0.25,1,20.0,0.05,155,0,0,-0.7,1.5,10,105,75,71.4,535,497,92.9,16,141,733,680,92.8,1428,1274,89.2,6199,19913,0.7,1428,0,0,0,17,1274,1,0,2,88,31,1339,7,4,57,3,0.15,0,0,0,3,0,0,33,1.64,0,0,0,31,0,2,27,24,3,26,11,15,57.7,43,1,27,7,11,12,30,20,57,35,4,953,15,12,48,2880,5398,23,1154,40,23,57.5,17,42.5,237,9,404,67,1600,976,1600,59.2,82,18,86,21,3,1,7,44,2.19,0.67,2.64,58,14,-0.28,43.0,19.4,23.6,1.17,17,23,57.5,0,2,7,17,27,0,0,0,0,132,20
GER-Bundesliga,2324,Leverkusen,Patrik Schick,CZE,FW,27,1996,20,12,1063,11.8,7,0,7,6,1,1,1,0,6.0,5.3,1.0,6.2,7,17,88,0.59,0.0,0.59,0.51,0.51,0.51,0.08,0.59,0.44,0.53,11.8,1.0,0.7,0.13,12.7,0,0.15,0.5,7,1,1,39,3.3,12,30.8,1.02,8,0,0,-1.0,1.6,8,4,3,75.0,50,42,84.0,5,17,155,129,83.2,231,184,79.7,317,2218,1.0,231,0,0,0,5,184,0,0,1,11,0,220,1,1,2,3,0.25,0,1,0,0,2,0,30,2.54,1,2,0,19,5,3,2,2,0,5,4,1,20.0,7,0,1,3,0,3,6,4,7,4,5,191,17,23,7,265,814,88,281,25,8,32.0,14,56.0,208,90,15,7,349,132,350,34.7,53,3,76,12,19,8,4,20,1.69,-0.33,2.5,27,7,0.34,26.7,8.9,17.8,1.51,21,24,53.3,0,1,13,11,1,0,5,0,1,24,4
GER-Bundesliga,2324,Leverkusen,Piero Hincapié,ECU,DF,21,2002,26,16,1484,16.5,1,2,3,1,0,0,2,0,1.9,1.9,0.5,2.5,34,102,50,0.06,0.12,0.18,0.06,0.18,0.12,0.03,0.15,0.12,0.15,16.5,-0.9,-0.9,0.11,14.2,0,0.06,0.17,1,0,0,18,1.09,6,33.3,0.36,99,2,0,1.5,0.9,6,91,52,57.1,509,469,92.1,9,102,788,758,96.2,1435,1307,91.1,6533,19443,0.5,1435,0,0,0,8,1307,2,0,8,58,18,1375,5,2,30,5,0.3,0,0,0,4,1,0,23,1.39,0,1,0,20,2,0,18,11,7,17,4,13,76.5,43,0,13,4,14,17,35,22,48,32,1,994,4,11,34,3063,5078,50,1237,6,1,16.7,5,83.3,237,25,472,100,1597,895,1597,48.5,57,10,84,16,15,10,5,27,1.64,-0.53,2.62,36,9,0.16,34.5,11.9,22.6,1.37,27,36,57.1,0,8,11,16,13,0,0,0,0,78,22
GER-Bundesliga,2324,Leverkusen,Robert Andrich,GER,"MF,DF",28,1994,28,18,1690,18.8,4,2,6,4,0,0,4,0,1.7,1.7,1.8,3.5,20,97,14,0.21,0.11,0.32,0.21,0.32,0.09,0.1,0.19,0.09,0.19,18.8,2.3,2.3,0.07,20.0,2,0.17,0.44,4,0,0,23,1.22,9,39.1,0.48,117,2,3,0.2,2.2,22,105,74,70.5,542,487,89.9,19,97,789,749,94.9,1494,1346,90.1,6451,20529,1.8,1494,0,0,0,10,1346,2,0,14,34,32,1458,4,5,2,6,0.32,0,0,0,6,0,0,54,2.88,1,2,0,47,4,0,15,11,4,24,11,13,54.2,17,0,20,8,8,14,30,18,50,34,1,885,7,13,20,1978,4005,14,1235,12,7,58.3,4,33.3,281,16,319,53,1638,1049,1638,55.2,60,16,87,18,12,10,6,38,2.02,0.25,2.71,47,9,0.3,40.7,14.0,26.6,1.42,22,20,47.6,0,14,14,23,20,0,0,0,0,122,18
GER-Bundesliga,2324,Leverkusen,Victor Boniface,NGA,FW,22,2000,23,18,1546,17.2,14,8,22,10,4,4,2,0,15.4,12.3,3.7,16.0,50,34,158,0.82,0.47,1.28,0.58,1.05,0.9,0.22,1.12,0.71,0.93,17.2,-1.4,-2.3,0.16,16.0,0,0.13,0.33,14,4,4,76,4.42,30,39.5,1.75,13,8,0,4.3,3.3,22,24,13,54.2,103,87,84.5,13,34,209,162,77.5,385,278,72.2,732,3892,3.7,385,0,0,0,17,278,3,0,3,15,1,367,3,4,5,15,0.87,0,1,0,9,1,4,57,3.32,1,3,0,29,3,21,6,5,1,4,3,1,25.0,13,0,0,5,0,1,6,4,6,31,28,389,30,58,50,1110,2221,158,528,93,46,49.5,42,45.2,392,137,26,14,642,236,646,50.5,67,4,80,18,21,5,0,39,2.27,0.72,2.57,52,13,-0.23,37.1,16.9,20.1,1.17,18,27,60.0,0,3,17,16,0,0,18,0,0,31,4
GER-Bundesliga,2324,Leverkusen,Álex Grimaldo,ESP,DF,27,1995,33,31,2784,30.9,10,13,23,10,0,0,1,0,5.7,5.7,9.1,14.8,77,162,261,0.32,0.42,0.74,0.32,0.74,0.18,0.3,0.48,0.18,0.48,30.9,4.3,4.3,0.08,21.7,18,0.14,0.43,10,0,0,71,2.3,23,32.4,0.74,79,13,22,3.9,11.1,78,200,88,44.0,606,500,82.5,71,162,1208,1116,92.4,2148,1762,82.0,6698,24881,9.1,2148,60,17,1,49,1762,9,111,202,338,35,1801,11,5,192,21,0.68,0,2,3,13,2,1,131,4.23,1,3,29,88,5,5,32,25,7,55,25,30,54.5,41,0,22,9,26,10,45,24,67,56,15,1346,18,50,77,3113,6006,261,1681,48,20,41.7,23,47.9,1112,106,429,60,2465,940,2465,91.0,84,26,89,31,13,2,0,53,1.71,-2.2,2.64,76,23,-0.22,65.3,26.1,39.2,1.27,19,12,38.7,0,202,26,14,22,0,3,0,1,168,24
GER-Bundesliga,2324,Mainz 05,Andreas Hanche-Olsen,NOR,DF,26,1997,15,12,992,11.0,1,0,1,1,0,0,5,0,0.7,0.7,0.0,0.7,1,19,0,0.09,0.0,0.09,0.09,0.09,0.06,0.0,0.06,0.06,0.06,11.0,0.3,0.3,0.17,6.6,0,0.25,1.0,1,0,0,4,0.36,1,25.0,0.09,10,0,0,0.0,0.1,1,60,27,45.0,202,177,87.6,0,19,165,134,81.2,439,342,77.9,2299,6167,0.0,439,0,0,0,2,342,2,0,0,10,8,427,4,0,0,1,0.09,0,0,0,1,0,0,6,0.54,0,0,0,6,0,0,10,6,4,16,6,10,62.5,41,0,11,2,10,8,20,12,31,1,0,253,2,4,1,485,1219,0,282,0,0,,0,,14,5,303,60,539,226,539,32.4,66,6,80,12,12,3,0,8,0.73,1.6,1.6,18,10,0.61,18.3,13.7,4.6,0.42,15,29,65.9,0,0,8,13,11,0,1,1,0,38,12
GER-Bundesliga,2324,Mainz 05,Anthony Caci,FRA,DF,26,1997,31,29,2486,27.6,2,3,5,2,0,0,8,0,1.5,1.5,2.9,4.4,43,144,75,0.07,0.11,0.18,0.07,0.18,0.06,0.1,0.16,0.06,0.16,27.6,0.5,0.5,0.05,18.2,0,0.06,0.4,2,0,0,31,1.12,5,16.1,0.18,123,3,14,0.1,3.5,25,290,167,57.6,626,484,77.3,39,144,531,448,84.4,1523,1118,73.4,9351,21669,2.9,1523,6,4,0,49,1118,3,11,73,224,36,1296,22,1,176,8,0.29,0,0,0,8,0,0,59,2.14,0,1,6,45,4,3,43,36,7,44,17,27,61.4,45,0,32,1,30,25,56,23,88,20,10,837,10,23,43,2115,3889,75,990,39,23,59.0,13,33.3,358,41,587,89,1791,865,1791,81.2,80,20,84,29,19,2,0,-13,-0.47,-0.63,1.06,32,45,-0.4,35.9,37.9,-1.9,-0.07,29,29,50.0,0,73,15,34,32,0,0,1,0,173,23
GER-Bundesliga,2324,Mainz 05,Anton Stach,GER,MF,24,1998,2,2,170,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,8,10,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.16,0.1,0.16,1.9,-0.2,-0.2,0.09,12.8,0,0.0,0.0,0,0,0,2,1.06,1,50.0,0.53,7,0,0,-0.1,0.1,2,7,3,42.9,20,12,60.0,1,8,37,26,70.3,68,43,63.2,168,639,0.1,68,0,1,0,1,43,0,1,2,3,2,65,0,0,0,0,0.0,0,0,0,0,0,0,7,3.71,0,0,0,4,2,1,5,5,0,4,2,2,50.0,5,0,2,1,2,0,3,0,5,3,1,42,1,0,3,100,214,10,53,5,3,60.0,2,40.0,31,5,13,5,92,50,92,5.6,85,1,85,2,,0,0,-2,-1.06,-0.75,0.5,2,4,0.21,2.7,2.3,0.4,0.21,9,12,57.1,0,2,4,2,2,0,0,0,0,13,0
GER-Bundesliga,2324,Mainz 05,Anwar El Ghazi,NED,"MF,DF",28,1995,3,0,54,0.6,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.4,2,4,5,0.0,1.67,1.67,0.0,1.67,0.22,0.39,0.61,0.22,0.61,0.6,-0.1,-0.1,0.07,21.5,0,0.0,,0,0,0,2,3.33,0,0.0,0.0,1,1,0,0.8,0.0,2,1,1,100.0,6,3,50.0,0,4,12,9,75.0,22,15,68.2,47,203,0.2,22,0,0,0,1,15,0,0,1,0,0,22,0,0,0,1,1.67,0,0,0,1,0,0,4,6.67,0,0,0,2,0,2,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,2,0,22,0,3,2,85,150,5,26,4,2,50.0,2,50.0,18,3,2,0,30,11,30,1.8,18,0,,0,18,3,0,0,0.0,0.36,0.33,1,1,-2.3,0.6,1.9,-1.3,-2.25,0,0,,0,1,0,1,0,0,0,0,0,2,0
GER-Bundesliga,2324,Mainz 05,Aymen Barkok,MAR,"MF,FW",25,1998,13,1,321,3.6,1,0,1,1,0,1,2,0,1.7,0.9,0.3,1.2,14,16,33,0.28,0.0,0.28,0.28,0.28,0.48,0.07,0.55,0.26,0.33,3.6,-0.7,0.1,0.08,17.2,0,0.09,0.17,1,0,1,11,3.08,6,54.5,1.68,11,0,1,-0.3,0.6,5,20,9,45.0,59,39,66.1,4,16,90,64,71.1,184,118,64.1,639,1842,0.3,184,2,2,0,4,118,0,4,13,13,0,171,0,1,8,1,0.28,0,0,0,1,0,0,15,4.21,0,1,2,10,1,1,7,7,0,6,3,3,50.0,1,0,2,1,2,6,9,5,11,4,5,123,5,12,14,344,655,33,174,8,2,25.0,4,50.0,103,19,19,2,237,116,238,10.5,25,0,68,1,21,12,0,0,0.0,0.39,0.62,7,7,-0.17,5.7,6.2,-0.5,-0.15,14,11,44.0,0,13,3,15,2,0,0,0,0,18,5
GER-Bundesliga,2324,Mainz 05,Brajan Gruda,GER,"MF,FW",19,2004,28,19,1641,18.2,4,3,7,4,0,0,5,0,3.5,3.5,4.1,7.6,100,71,167,0.22,0.16,0.38,0.22,0.38,0.19,0.23,0.42,0.19,0.42,18.2,0.5,0.5,0.12,18.2,2,0.13,0.33,4,0,0,30,1.65,12,40.0,0.66,31,3,3,-1.1,5.1,43,92,31,33.7,229,155,67.7,31,71,269,209,77.7,658,425,64.6,2298,6601,4.1,658,6,2,0,24,425,1,12,53,95,7,562,2,5,73,5,0.27,0,0,1,4,0,0,103,5.65,0,13,13,64,5,8,15,15,0,24,10,14,58.3,4,0,5,6,5,11,22,14,27,55,44,577,49,70,100,2497,4888,167,623,148,69,46.6,63,42.6,541,93,72,9,937,362,937,53.6,59,2,76,19,21,9,1,-6,-0.33,0.05,1.0,22,28,0.13,27.2,26.0,1.2,0.07,31,15,32.6,0,53,47,28,5,0,9,0,1,97,14
GER-Bundesliga,2324,Mainz 05,Daniel Batz,GER,GK,32,1991,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,5,0,0,0.0,0.0,0,79,33,41.8,55,53,96.4,0,0,19,18,94.7,153,104,68.0,2094,2854,0.0,153,0,0,0,0,104,0,0,0,33,12,120,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,84,0,0,0,265,433,0,91,0,0,,0,,0,0,162,124,166,4,166,11.8,90,4,90,4,,0,16,-2,-0.5,-0.17,0.5,1,3,0.94,6.2,2.9,3.3,0.83,0,1,100.0,0,0,0,0,0,0,0,0,0,5,0
GER-Bundesliga,2324,Mainz 05,Danny da Costa,GER,DF,30,1993,19,9,830,9.2,0,1,1,0,0,0,1,0,0.3,0.3,1.2,1.5,22,40,53,0.0,0.11,0.11,0.0,0.11,0.03,0.13,0.16,0.03,0.16,9.2,-0.3,-0.3,0.05,19.9,0,0.0,0.0,0,0,0,6,0.65,1,16.7,0.11,27,1,9,-0.2,1.3,9,69,37,53.6,193,126,65.3,16,40,177,144,81.4,470,317,67.4,2576,5513,1.2,470,0,0,0,21,317,0,0,40,113,2,357,1,0,111,1,0.11,0,0,0,1,0,0,18,1.95,0,0,3,13,0,2,17,13,4,19,10,9,47.4,24,0,16,2,9,7,18,9,34,9,3,227,7,8,22,613,1219,53,263,13,7,53.8,5,38.5,175,11,163,32,589,254,589,27.1,44,4,76,9,15,10,10,-8,-0.87,-0.71,0.79,10,18,-0.34,9.4,11.6,-2.2,-0.24,20,10,33.3,0,40,4,7,16,0,0,1,0,60,9
GER-Bundesliga,2324,Mainz 05,David Mamutovic,GER,"FW,DF",22,2000,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,3,0,0,0.0,0.0,0,0,0,,4,3,75.0,0,0,6,4,66.7,10,7,70.0,45,96,0.0,10,0,0,0,0,7,0,0,1,0,0,10,0,0,0,0,0.0,0,0,0,0,0,0,1,8.18,0,1,0,0,0,0,0,0,0,1,0,1,100.0,0,0,0,0,0,1,1,1,1,0,0,7,0,0,0,5,19,0,9,0,0,,0,,3,0,2,0,12,7,12,0.4,6,0,,0,6,2,16,0,0.0,0.35,0.0,0,0,-0.7,0.0,0.1,-0.1,-0.69,1,0,0.0,0,1,2,0,0,0,0,0,0,2,1
GER-Bundesliga,2324,Mainz 05,Dominik Kohr,GER,"DF,MF",29,1994,31,27,2184,24.3,1,0,1,1,0,0,15,1,1.6,1.6,1.2,2.8,19,99,26,0.04,0.0,0.04,0.04,0.04,0.07,0.05,0.12,0.07,0.12,24.3,-0.6,-0.6,0.07,16.5,0,0.04,0.14,1,0,0,25,1.03,7,28.0,0.29,87,0,5,-1.2,1.2,15,181,82,45.3,540,454,84.1,15,99,390,326,83.6,1159,876,75.6,5668,16488,1.2,1159,0,0,0,27,876,4,0,22,47,40,1108,7,0,6,0,0.0,0,0,0,0,0,0,28,1.15,0,0,0,22,4,2,27,21,6,57,21,36,63.2,58,0,43,4,36,25,65,42,108,10,2,632,4,22,19,1235,2818,26,811,11,5,45.5,6,54.5,156,28,541,81,1414,726,1414,71.4,70,16,79,27,10,4,0,-10,-0.41,-0.21,1.06,24,34,0.4,29.0,26.1,2.9,0.12,41,42,50.6,1,22,26,48,43,0,0,0,0,134,42
GER-Bundesliga,2324,Mainz 05,Edimilson Fernandes,SUI,DF,27,1996,21,13,1290,14.3,0,2,2,0,0,0,4,0,0.5,0.5,0.7,1.3,9,53,9,0.0,0.14,0.14,0.0,0.14,0.04,0.05,0.09,0.04,0.09,14.3,-0.5,-0.5,0.03,26.8,3,0.0,,0,0,0,15,1.05,0,0.0,0.0,54,2,3,1.3,1.9,18,200,98,49.0,335,295,88.1,11,53,242,214,88.4,801,615,76.8,5042,12814,0.7,801,15,9,1,9,615,6,28,53,90,44,705,10,2,18,2,0.14,0,0,1,1,0,0,35,2.44,1,0,15,15,3,1,14,8,6,24,8,16,66.7,52,0,22,1,15,9,25,16,47,12,1,483,5,6,9,1467,2609,9,532,8,6,75.0,2,25.0,138,4,403,98,951,418,951,42.2,61,10,87,13,20,8,5,-14,-0.98,-1.08,1.0,18,32,-0.83,16.7,23.4,-6.8,-0.47,19,19,50.0,0,53,8,10,22,0,2,0,0,88,16
GER-Bundesliga,2324,Mainz 05,Jessic Ngankam,GER,"FW,MF",23,2000,7,2,184,2.0,0,0,0,0,0,0,0,1,0.6,0.6,0.3,0.9,3,1,11,0.0,0.0,0.0,0.0,0.0,0.29,0.14,0.43,0.29,0.43,2.0,-0.6,-0.6,0.09,17.4,0,0.0,0.0,0,0,0,7,3.42,1,14.3,0.49,0,0,0,-0.3,0.6,4,0,0,,11,6,54.5,0,1,10,5,50.0,24,13,54.2,18,176,0.3,24,0,0,0,0,13,0,0,1,2,0,22,0,0,0,0,0.0,0,0,0,0,0,0,7,3.42,1,0,0,5,1,0,3,2,1,0,0,0,,0,0,3,0,0,1,1,1,4,3,4,42,8,4,3,84,233,11,41,7,5,71.4,1,14.3,30,10,3,1,58,26,58,6.0,26,0,65,2,11,5,4,-4,-1.96,-1.71,1.14,0,4,-0.07,2.9,3.0,-0.1,-0.06,7,2,22.2,0,1,3,8,3,0,1,0,0,7,1
GER-Bundesliga,2324,Mainz 05,Jonathan Burkardt,GER,"FW,MF",23,2000,21,18,1538,17.1,8,2,10,7,1,1,2,0,6.1,5.3,2.1,7.4,36,28,101,0.47,0.12,0.59,0.41,0.53,0.36,0.12,0.48,0.31,0.43,17.1,1.9,1.7,0.13,14.5,0,0.18,0.44,8,1,1,40,2.34,16,40.0,0.94,20,2,5,-0.1,1.0,15,35,20,57.1,113,73,64.6,8,28,207,161,77.8,394,266,67.5,771,3883,2.1,394,0,0,0,16,266,2,0,33,18,1,374,3,2,2,3,0.18,0,0,0,2,0,1,41,2.4,0,9,0,24,5,3,16,13,3,11,7,4,36.4,2,0,3,4,2,6,12,8,15,25,10,391,37,52,36,924,2340,101,449,57,23,40.4,29,50.9,292,73,46,3,593,269,594,50.3,73,10,82,18,22,3,0,4,0.23,1.18,1.19,24,20,0.5,25.2,20.8,4.4,0.26,73,13,15.1,0,33,36,19,3,0,3,0,0,65,8
GER-Bundesliga,2324,Mainz 05,Josuha Guilavogui,FRA,DF,32,1990,11,5,409,4.5,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,1,9,1,0.0,0.22,0.22,0.0,0.22,0.0,0.02,0.02,0.0,0.02,4.5,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,6,1,0,0.9,0.2,1,19,9,47.4,90,83,92.2,1,9,64,59,92.2,180,155,86.1,1138,2781,0.1,180,0,0,0,0,155,0,0,0,9,9,171,0,0,0,1,0.22,0,0,0,1,0,0,4,0.88,0,0,0,4,0,0,13,6,7,7,1,6,85.7,21,0,13,0,10,5,15,10,28,1,0,104,1,7,1,138,420,1,113,0,0,,0,,7,4,157,39,244,83,244,13.4,37,2,62,5,16,6,12,-3,-0.66,-0.35,1.64,5,8,-0.74,5.8,8.7,-2.9,-0.64,6,7,53.8,0,0,2,5,13,0,0,0,0,29,10
GER-Bundesliga,2324,Mainz 05,Karim Onisiwo,AUT,"FW,MF",31,1992,24,17,1493,16.6,1,3,4,1,0,0,1,0,2.3,2.3,1.3,3.7,26,27,111,0.06,0.18,0.24,0.06,0.24,0.14,0.08,0.22,0.14,0.22,16.6,-1.3,-1.3,0.07,14.8,0,0.03,0.14,1,0,0,33,1.99,7,21.2,0.42,19,3,5,1.7,1.3,16,31,19,61.3,88,52,59.1,9,27,166,117,70.5,338,205,60.7,710,2977,1.3,338,0,0,0,20,205,4,0,21,30,0,304,1,3,5,7,0.42,0,0,0,3,3,1,51,3.07,0,8,0,29,9,5,18,14,4,11,5,6,54.5,7,0,2,7,4,6,17,8,19,18,9,323,28,52,26,653,1742,111,398,45,19,42.2,17,37.8,285,77,45,12,538,211,538,48.8,62,6,81,17,18,7,2,-8,-0.48,-0.25,0.88,13,21,-0.37,15.4,18.4,-3.0,-0.18,65,33,33.7,0,21,44,31,2,0,15,0,0,40,8
GER-Bundesliga,2324,Mainz 05,Leandro Barreiro Martins,LUX,MF,23,2000,31,29,2606,29.0,4,1,5,4,0,0,8,0,4.5,4.5,1.1,5.6,22,93,46,0.14,0.03,0.17,0.14,0.17,0.16,0.04,0.19,0.16,0.19,29.0,-0.5,-0.5,0.12,16.4,0,0.11,0.31,4,0,0,38,1.31,13,34.2,0.45,74,1,2,-0.1,1.1,20,92,54,58.7,344,267,77.6,12,93,425,338,79.5,925,679,73.4,3124,10846,1.1,925,0,0,0,24,679,5,0,5,20,18,900,3,0,2,5,0.17,0,0,0,5,0,0,58,2.0,2,8,1,40,6,1,45,29,16,50,20,30,60.0,53,0,36,9,19,37,65,40,101,20,6,487,14,42,22,922,2084,46,672,33,15,45.5,15,45.5,268,68,337,74,1303,709,1303,85.2,84,26,88,29,29,2,0,-2,-0.07,1.91,1.1,36,38,1.0,38.9,34.4,4.5,0.15,63,39,38.2,0,5,52,58,36,0,3,0,0,144,40
GER-Bundesliga,2324,Mainz 05,Lee Jae-sung,KOR,"MF,FW",30,1992,29,24,2113,23.5,6,3,9,6,0,0,6,0,4.9,4.9,3.4,8.3,25,82,121,0.26,0.13,0.38,0.26,0.38,0.21,0.14,0.35,0.21,0.35,23.5,1.1,1.1,0.13,14.7,0,0.16,0.46,6,0,0,38,1.62,13,34.2,0.55,61,3,2,-0.4,2.2,32,50,28,56.0,244,193,79.1,10,82,416,350,84.1,777,605,77.9,2153,8558,3.4,777,0,0,0,22,605,3,0,17,10,2,764,1,4,6,7,0.3,1,1,0,3,1,1,66,2.81,2,3,0,56,2,3,22,20,2,39,26,13,33.3,23,0,27,6,11,16,33,20,60,17,4,506,22,42,25,920,2304,121,730,38,15,39.5,17,44.7,363,83,147,32,1036,533,1036,69.1,73,6,79,24,43,5,0,1,0.04,1.28,1.1,33,32,0.92,33.0,26.2,6.8,0.29,64,33,34.0,0,17,27,19,27,0,9,0,2,95,20
GER-Bundesliga,2324,Mainz 05,Ludovic Ajorque,FRA,FW,29,1994,26,15,1360,15.1,2,0,2,2,0,2,4,0,5.3,3.7,1.0,4.7,5,21,88,0.13,0.0,0.13,0.13,0.13,0.35,0.06,0.41,0.25,0.31,15.1,-3.3,-1.7,0.14,13.1,0,0.07,0.33,2,0,2,27,1.79,6,22.2,0.4,21,0,0,-1.0,1.6,16,19,15,78.9,145,105,72.4,3,21,241,172,71.4,453,318,70.2,479,4546,1.0,453,0,0,0,6,318,2,0,3,28,2,423,4,2,0,0,0.0,0,0,0,0,0,0,37,2.45,1,5,1,29,1,0,6,4,2,11,9,2,18.2,11,0,4,0,1,2,3,2,7,6,1,260,10,42,5,291,904,88,450,11,2,18.2,8,72.7,238,85,53,12,601,314,603,44.4,52,9,80,15,14,11,6,-13,-0.86,-0.91,1.04,13,26,-0.03,20.6,20.9,-0.2,-0.01,91,78,46.2,0,3,15,28,4,0,5,0,0,49,2
